asin,brand,title,url,image,rating,reviewUrl,totalReviews,prices,name,rating,date,verified,title,subject,helpfulVotes,total_bill,tip,sex,offer days,day,time,size
B00B593XAY,Motorola,"Motorola DROID RAZR M, Pink 8GB (Verizon Wireless)",https://www.amazon.com/Motorola-DROID-RAZR-Verizon-Wireless/dp/B00B593XAY,https://m.media-amazon.com/images/I/71+iGziaZ6L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B00B593XAY,4,,Glenn,1,11/12/2009,FALSE,Unreliable,I have had very good experiences with Nokia phones but we've had this thing repaired 3 times in the last year and it just went dead. I'm going to something else.,,22.23,5,Male,YES,Sun,Morning,2
B00B6SFDHK,Motorola,Motorola Droid RAZR HD 16GB XT926 Black - Verizon,https://www.amazon.com/Motorola-Droid-RAZR-XT926-Black/dp/B00B6SFDHK,https://m.media-amazon.com/images/I/91F0+DwLSkL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B00B6SFDHK,262,,Maximus,1,9/29/2014,FALSE,poor.quality,"The quality of this Nokia 6300 slide, I was going to have as a souvenir, is completely different from the one used to be when I had it brand new in 2008 which was made not in China. This one looks and feels really crappy. The picture on the screen is not straight with the body shape of the devise, the sell phone feels much lighter as compared with it used to be. The back cover was damaged when I first take the sell phone out to put the battery in.",,32.4,6,Male,YES,Sun,Morning,4
B00BIR1LKM,Nokia,Nokia Lumia 620 Magenta (Factory Unlocked),https://www.amazon.com/Nokia-620-Magenta-Factory-Unlocked/dp/B00BIR1LKM,https://m.media-amazon.com/images/I/412Owedwj9L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3,https://www.amazon.com/product-reviews/B00BIR1LKM,2,$99.99 ,Elizabeth,4,5/12/2009,TRUE,tough little phone,"This phone isn't kidding when it says military specs. I had a hole in my pocket and it went tumbling down a flight of concrete steps (20 steps). It had a few scratches but it worked fine. It also made a few other death - defying leaps. It is VERY drop resistant. That being said, it is not crush proof. It's battery was just about dead so I decided to leave it in the car to charge. I plugged it into the car charger, grabbed my purse, and got out of the car. Unbeknownst to me, the charger cord was tangled around my purse. I stood up and closed the car door - right on this phone. That left a BIG mark - that finally did it in (If it still worked, I would have had the world's first boomerang phone - it looked just like a boomerang afterwards). I just ordered a new one. As much as I beat up my last phone and as well as it fared, I had to get another one. My only pet peeve with this phone is they could have at least given me ONE full game - not the lame demos that are included with it. The phone itself is about the size of a Hershey bar. I often keep it in my pants pocket (the front pocket).",1,28.55,2.05,Male,YES,Sun,Morning,3
B00BV1MVJ0,Samsung,"Samsung Galaxy S4 GT-I9500 Factory Unlocked Cellphone, 16GB, White",https://www.amazon.com/Samsung-GT-I9500-Factory-Unlocked-Cellphone/dp/B00BV1MVJ0,https://m.media-amazon.com/images/I/81Kb-5sSTLL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.7,https://www.amazon.com/product-reviews/B00BV1MVJ0,1,$168.96 ,"Ron Malinowski, Jr.",1,11/19/2012,TRUE,Boost Mobile no Longer allows IDEN service,I bought this phone and found out IDEN phones with sim cards are no longer eligible for service with Boost Mobile. So buyer be ware dont buy these unless you already have service with a sim card.,1,18.04,3,Male,YES,Sun,Morning,2
B00CIF9MJK,Samsung,"Samsung Galaxy S4 i9500 Factory Unlocked Cellphone, International Version, 16GB, Black",https://www.amazon.com/Samsung-Factory-Unlocked-Cellphone-International/dp/B00CIF9MJK,https://m.media-amazon.com/images/I/91aHUW66c6L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.8,https://www.amazon.com/product-reviews/B00CIF9MJK,1,$164.92 ,Amazon Customer,5,4/11/2016,TRUE,Five Stars,i wont ( enter special code ),,12.54,2.5,Male,YES,Sun,Morning,2
B00CKUH92A,Nokia,Nokia Lumia 520 Unlocked GSM Windows 8 Touchscreen Smartphone - Yellow,https://www.amazon.com/Nokia-Unlocked-Windows-Touchscreen-Smartphone/dp/B00CKUH92A,https://m.media-amazon.com/images/I/81H0L6j1EqL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.1,https://www.amazon.com/product-reviews/B00CKUH92A,52,,Guillermo J. Avellan Jr.,5,6/22/2014,TRUE,bought this for my mother for mothers day of 2014,my mother said that she loves Walkie Talkie Phones so what i did was i bought this for my mother Denise Avellan for mothers day of 2014 and my mother loves it. what a great Direct Connect Connection!!!!!!,,10.29,2.6,Female,YES,Sun,Morning,2
B00CQAOIIC,Nokia,"Nokia Lumia 928, Black 32GB (Verizon Wireless)",https://www.amazon.com/Nokia-Lumia-928-Verizon-Wireless/dp/B00CQAOIIC,https://m.media-amazon.com/images/I/41eVhoL4ZVL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.4,https://www.amazon.com/product-reviews/B00CQAOIIC,348,,Scott Hardie,1,3/20/2016,TRUE,Won't Work on Networks!,Bought this phone only to be told it would no longer work on network. Waste of money and seller knew they would not work and did not say anything.,,34.81,5.2,Female,YES,Sun,Morning,4
B00CS2ZWKQ,Nokia,Nokia Lumia 925 (RM-893) 4G LTE Windows 8 Smartphone GSM Unlocked,https://www.amazon.com/Nokia-RM-893-Windows-Smartphone-Unlocked/dp/B00CS2ZWKQ,https://m.media-amazon.com/images/I/81MoEhAZS2L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B00CS2ZWKQ,91,,Vanilla Sky,5,11/5/2009,TRUE,Good boost phone,For the price you really get a solid boost motorola phone. Sounds and looks good.,,9.94,1.56,Male,YES,Sun,Morning,2
B00D7OOAHA,Nokia,Nokia Lumia 520 Unlocked GSM Dual-Core Windows 8 Smartphone 8GB - Red,https://www.amazon.com/Nokia-520-Unlocked-Dual-Core-Smartphone/dp/B00D7OOAHA,https://m.media-amazon.com/images/I/615OPC3UkHL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.7,https://www.amazon.com/product-reviews/B00D7OOAHA,71,,PENNY,4,11/25/2012,TRUE,SIM CARD,"PHONE DID NOT COME WITH A SIM CARD....INFORMATION I WOULD'VE LIKED TO HAVE..... PHONE WORKS FINE, BUT BECAUSE PTT (WALKIE) IS BEING PHASED-OUT ON BOOST, NO SIM. RATING IS FOR PHONE, BUT VERY UNHAPPY NOT TO HAVE ALL THE FACTS PRIOR TO PURCHASE.",1,25.56,4.34,Male,YES,Sun,Morning,4
B00D99ZBR6,Samsung,Samsung Galaxy Prevail II (Boost Mobile) (Discontinued by Manufacturer),https://www.amazon.com/Samsung-Prevail-II-Discontinued-Manufacturer/dp/B00D99ZBR6,https://m.media-amazon.com/images/I/61NDR6WOqPL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.4,https://www.amazon.com/product-reviews/B00D99ZBR6,311,$99.00 ,Clay,1,3/29/2014,TRUE,"Not a ""Boost"" phone. Description is lie.","This is not a ""boost"" phone and will not work as a GPS with Boost. Had to send it back. A huge pain for something that is $24. This is a rip-off.",,19.49,3.51,Male,YES,Sun,Morning,2
B00DUJ6TYY,Samsung,"Samsung Galaxy Mega I9152 5.8"" Android Smart Phone (Unlocked) - White, Dual-core 1.4 GHz, Dual Camera with Flash (8MP/1.9 MP), Dual SIMs",https://www.amazon.com/Samsung-Galaxy-Mega-5-8-Unlocked/dp/B00DUJ6TYY,https://m.media-amazon.com/images/I/61wBEga4WbL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B00DUJ6TYY,198,,BeckyTheBookWorm,5,11/10/2010,TRUE,good phone,good phone works well. very simple to use.dropped a few times and still works fine.,,38.01,3,Male,YES,Sat,Morning,4
B00E45043A,Nokia,Nokia Lumia 520 (AT&T Go Phone) No Annual Contract (Discontinued by Manufacturer),https://www.amazon.com/Nokia-Lumia-520-Discontinued-Manufacturer/dp/B00E45043A,https://m.media-amazon.com/images/I/71X1D2B1IKL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.8,https://www.amazon.com/product-reviews/B00E45043A,4,$84.94 ,jennyjerez,5,5/3/2011,TRUE,Great Phone,"You get the basic functions for what a cell phone is needed for, in other words this phone is simple and effective.",,26.41,1.5,Female,YES,Sat,Morning,2
B00E6FGSHY,Samsung,"Samsung Galaxy S4, White Frost 16GB (AT&T)",https://www.amazon.com/Samsung-Galaxy-S4-White-Frost/dp/B00E6FGSHY,https://m.media-amazon.com/images/I/81suaO+v0mL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.7,https://www.amazon.com/product-reviews/B00E6FGSHY,638,,Anthony L. Savarese,1,10/18/2009,TRUE,Cell,Wouldn't know anything about the cell phone I ordered because the person hasn't even shipped it yet. It's been a month! And amazon has does nothing to help and really has nothing for an option to provide assistance.,1,11.24,1.76,Male,NO,Sat,Morning,2
B00E8TGT1S,Nokia,Nokia Lumia 520 Quad-Band GSM Unlocked Smartphone - Blue,https://www.amazon.com/Nokia-Lumia-Quad-Band-Unlocked-Smartphone/dp/B00E8TGT1S,https://m.media-amazon.com/images/I/61huy0bRgEL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3,https://www.amazon.com/product-reviews/B00E8TGT1S,4,,Yoda,4,4/7/2010,FALSE,For a basic phone quite good,"For someone needing a very basic phone and services (i.e., no email access, no camera, etc.) this phone is quite good. The sound quality on both the built in speaker and mic and the speaker phone are very good, the phone itself is very portable and it has buttons one does not have to be a midget to operate. On the negative side (and why I give it 4 instead of 5 stars), it has a relatively small battery for its size, as anyone who has opened but back to install can attest. Hence the battery power for such a basic phone is not on a par with other ""basic"" phones, though not by much. A second critique is the very small screen which is, in addition, not very well lit. It can be a problem viewing, even in the shade. A third problem is that the interface for some of the features (i.e., voice recorder, contact list) is not as easy as it should be. Thanks to the small screen, one needs to scroll quite a bit to access some of the phone's features. One last critique is that the messaging service is quite slow. Hence if you need to use such a feature this phone is far from optimal. All and all a very good phone despite the weaknesses cited above. If someone is looking for a barebones phone this is more than fulfills the requirements.",2,48.27,6.73,Male,YES,Sat,Morning,4
B00E92B88I,Motorola,Motorola Moto X (XT1058) 16GB Unlocked GSM 4G LTE Android Phone w/ 10MP Camera - White,https://www.amazon.com/Motorola-Moto-Unlocked-Phone-Warranty/dp/B00E92B88I,https://m.media-amazon.com/images/I/8180MzTdmyL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.9,https://www.amazon.com/product-reviews/B00E92B88I,699,,MayaMan,1,4/13/2011,FALSE,Terrible Customer Service,"I am a professional who recently purchased a Sanyo Juno phone to use as an extra special-purpose business phone. After using Boost cards to pay for the phone for two months I switched to the Auto Re-Boost Payment Service, wherein payments are automatically charged to my credit card each month. What a terrible mistake. Boost Mobile has been making monthly charges to my credit card at the same time that it has cut off my phone service, telling me that there is no money in my account. Of course, the latter cannot be true is the former is true. When I call Boost's service number to resolve the problem I learn that there are no human beings to speak to, only an automated list of options, none of which correspond to my problem. When I contact Boost via its online customer service (an e-mail option in which the customer is asked to describe his or her problem) I receive a phone call instructing me to call the service number, which, as I've just noted, provides no human operator and tells me that there is no money in my account. In other words, Boost Mobile tells me that to restore my service I must make another payment, even though that payment has already been made by their Auto Re-Boost plan. In effect, I must pay twice for each month of service and there is nothing I can do about it. Is this a company you would want to do business with? I deeply regret selecting to business with this company.",1,20.29,3.21,Male,NO,Sat,Morning,2
B00ECAABBC,Nokia,"Nokia Lumia 1020 RM-877 GSM Unlocked 32GB Windows 8.1 4G LTE Smartphone - Black (International version, No Warranty)",https://www.amazon.com/Nokia-RM-877-Unlocked-Windows-Smartphone/dp/B00ECAABBC,https://m.media-amazon.com/images/I/81+zA-fvwcL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.7,https://www.amazon.com/product-reviews/B00ECAABBC,235,$230.59 ,Butch,5,8/26/2009,FALSE,Excellent Choice Cell Phone,"I picked this up to use with Boost Mobile. All I wanted was a phone with walkie talkie and this fit the bill. I have a digital camera for pictures, phones don't need a camera. This phone has not dropped one call since I activated it. Everytime I DT with someone it works. This phone gets a signal where T-Mobile, Sprint and all others fail. The buttons for texting and replying to emails are easy to handle. If you are looking for a ""phone"" this is the one to get. I would give this 10 starts if it were allowed. Another plus is it handles mp3's & GIF images which I upload from my own PC to the phone.",,13.81,2,Male,NO,Sat,Morning,2
B00ECBREK2,Motorola,Motorola Moto G (1st Gen) XT1032 8GB Factory Unlocked Global GSM Quad-Core Smartphone - Black,https://www.amazon.com/Motorola-Factory-Unlocked-Quad-Core-Smartphone/dp/B00ECBREK2,https://m.media-amazon.com/images/I/81oLEEydIWL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B00ECBREK2,17,,Butch,5,8/13/2009,FALSE,Great phone,"This phone is awesome. I have one through Boost Mobile with the unlimited plan. Bought it on August 6th and no regrets. People that whine and complain about the screen res or no games. It's a phone people, nothing more, nothing less. I use the walkie-talkie regularly, my wife and I text back and forth daily with no missed or missing messages. This phone receives/makes calls and walkie-talkie's where others have failed. If people want games buy a Gameboy, want pictures buy a camera, not real hard to figure out. This little gem was built to be a phone and that's exactly what it is. In short.... See it as it really is, a phone.",12,11.02,1.98,Male,NO,Sat,Morning,2
B00EKXDL0E,Samsung,"Samsung Galaxy Mega, Black 16GB (AT&T) (Discontinued by Manufacturer)",https://www.amazon.com/Samsung-Galaxy-Mega-Discontinued-Manufacturer/dp/B00EKXDL0E,https://m.media-amazon.com/images/I/813u38qzOPL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.8,https://www.amazon.com/product-reviews/B00EKXDL0E,231,,Gabriel Barco,5,7/19/2009,FALSE,GREAT PHONE,"i dont want to sound like a hot head but i havent had the best luck with cell phones, when i get a bad call the phone goes flying. this phone has impressed me with its durablity, i have thrown it, droped it and it even went flying out of my cars window while on the street when i wasnt looking, and it still works. best phone i ever bought. why would you buy a phone that cost $400 and worry every time you drop it, when if this one falls you just brush off the dirt and go on your way.",,18.29,3.76,Male,NO,Sat,Morning,4
B00EP2BN00,Samsung,"Samsung Convoy 3, Gray (Verizon Wireless)",https://www.amazon.com/Samsung-Convoy-Gray-Verizon-Wireless/dp/B00EP2BN00,https://m.media-amazon.com/images/I/71Q7aSSyOkL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B00EP2BN00,333,,Palamabron,1,9/1/2011,FALSE,"ok as phone, that's it","I find texting impossible on this phone. As another reviewer said, the screen goes blank randomly and you have to turn it off and on again. Also the phone randomly turns off phone transmissions and you have to turn it back on to receive/make phone calls. There has to be better phones out there.",2,17.59,2.64,Male,YES,Sat,Morning,3
B00F2SDM00,Samsung,"Samsung Galaxy Note 3, Black 32GB (AT&T)",https://www.amazon.com/Samsung-Galaxy-Note-Black-32GB/dp/B00F2SDM00,https://m.media-amazon.com/images/I/91Q7P86ef5L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.8,https://www.amazon.com/product-reviews/B00F2SDM00,342,,jncti,1,6/30/2010,FALSE,Not a good product,"I recently had an i776 which was ruined at work. I had good service with it and it worked well. I spent $50 on this piece, the service is horrible, very patchy. I don't receive texts, sometimes the screens goes white for no reason. The key pad lights stopped working, the phone has no alarm. The battery doesn't last more than a day. I have only had to phone for two months. Its the worst phone ive owned, do not buy this. The i776 is a good phone,but you have to buy the rugged version.",3,20.08,3.15,Male,YES,Sat,Morning,3
B00F2SKPIM,Samsung,"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",https://www.amazon.com/Samsung-Galaxy-Note-Verizon-Wireless/dp/B00F2SKPIM,https://m.media-amazon.com/images/I/91OrpFiCTfL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.9,https://www.amazon.com/product-reviews/B00F2SKPIM,980,,monira ardell,5,10/2/2009,FALSE,this phone is great people are crazy to give a bad review!,I LOVE THIS PHONE! YES I WOULD LOVE IT TO HAVE MORE FEATURES BUT I LOVE THIS PHONE! THE SOUND QUALITY IS GREAT! I COULD BE DOING LAUNDRY AND BE TALKING IN SPEAKER AND HEAR AND BE HERD PERFECTLY WITHOUT THE ECKO MOST PHONES MAKE TO WHO EVER IS LISTENING TO YOU THE WEB IS NORMAL LIKE ANY OTHER PHONE THE TEXING IS GOOD ASS WELL OVERALL THIS PHONE WON ME OVER WITH ITS SOUND QUALITY IVE HAD SO MANY PHONES VERY LOW ON SOUND THIS PHONE IS PERFECT I HAD THE OTHER PHONE THE $[...]. ONE BUT UPGRADED TO THIS ONE AND LOVE IT'S EVEN BETTER THAN THE OTHER ONE ITS VERY EASY TO TIPE THE BUTTONS ARE NOT HARD AT ALL LOVE THIS PHONE.,1,16.45,2.47,Female,YES,Sat,Morning,2
B00F9RRVUG,Samsung,Samsung a157V (AT&T Go Phone) No Annual Contract,https://www.amazon.com/Samsung-a157V-Phone-Annual-Contract/dp/B00F9RRVUG,https://m.media-amazon.com/images/I/415nK4G4hJL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B00F9RRVUG,294,,C. YOUNG,1,8/3/2009,FALSE,This phone was designed by the devil.,"This phone is JUNK. Do NOT buy this phone. You will have much faster messaging via regular USPS. Your text messages will be lost in the vast time warp of boost mobilism where they will stay until you decide to try to use the internet on this phone. While waiting the regular 15 minutes for a webpage to load, you will be bumrushed by a million of delayed texts which will obliterate all the efforts this sorry little phone has put forth in trying to load the webpage. The screen will turn white and the entire phone will reset on its own. You will then have the responsibility of manually turning your transmitters back on for the phone to work again. If you are arguing with a girlfriend on this phone, she will dump you because she will think you have hung up on her. If you have close family members, they will abandon you and make pacts with other family members not to call or text you because you never text back and hardly ever answer. If you are having an affair with a married woman, this phone will hold all the messages you sent to her until her husband has come home. Then, like magic, this phone will deliver all the long lost messages as soon as he picks up his wife's phone. They should reaname this phone the i666. The Taliban has claimed responsibility for this phone, but common sense makes one wonder if it wasn't created by a more sinister power. Possibly Satan himself.",1,3.07,1,Female,NO,Sat,Morning,1
B00FJ8YCZM,Samsung,"Samsung Galaxy Note 3, White 32GB (Sprint)",https://www.amazon.com/Samsung-Galaxy-Note-White-Sprint/dp/B00FJ8YCZM,https://m.media-amazon.com/images/I/91iEUPjlakL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.8,https://www.amazon.com/product-reviews/B00FJ8YCZM,178,,M. reyeshernandez,5,8/2/2009,FALSE,RUGGED,it withstands a lot and is worth the money only thing IT DOESNT HAVE A CAMERA,1,20.23,2.01,Male,YES,Sat,Morning,2
B00G9FVHMK,Samsung,"Samsung Galaxy Mega, Black 16GB (Sprint)",https://www.amazon.com/Samsung-Galaxy-Mega-Black-Sprint/dp/B00G9FVHMK,https://m.media-amazon.com/images/I/81eFZBfCKjL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.4,https://www.amazon.com/product-reviews/B00G9FVHMK,85,,Kindle Customer,4,6/22/2014,TRUE,Good phone...good price.,"This was a replacement for the one my mom had that went south on us. Can't really complain about it because the problem with this device is the carrier not the phone. Probably should give it five stars because the seller gave a spot on description, gave a charger, and threw in a case for free but yet again my carrier doesn't seem to like the phone. I did receive this package next day.",2,15.01,2.09,Male,NO,Sat,Morning,2
B00HWEJJSQ,Samsung,"Samsung Galaxy S4, White 16GB (Verizon Wireless)",https://www.amazon.com/Samsung-Galaxy-S4-Verizon-Wireless/dp/B00HWEJJSQ,https://m.media-amazon.com/images/I/81K46FRlHhL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.7,https://www.amazon.com/product-reviews/B00HWEJJSQ,975,,poppamiller,5,7/24/2012,TRUE,Motorola V365,"The shipping time on the phone was great, The phone also works great and as it is supose to, My sims card had no problems as some stated theirs did, great battery life, nice looking phone. Work in a area that my other phone had no signal this phone does when clear out, Not so good when cloudy, But would buy again from seller. Thank you Mark",1,12.02,1.97,Male,YES,Sat,Morning,2
B00HWENIUG,Nokia,"Nokia Lumia Icon, White 32GB (Verizon Wireless)",https://www.amazon.com/Nokia-Lumia-Icon-Verizon-Wireless/dp/B00HWENIUG,https://m.media-amazon.com/images/I/51xsFwB1caL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.7,https://www.amazon.com/product-reviews/B00HWENIUG,71,$183.44 ,Amy,3,8/24/2015,TRUE,Three Stars,Purchased 2 and one worked....,,17.07,3,Female,YES,Sat,Morning,3
B00I2KY5TM,Nokia,Nokia Lumia 928 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - White,https://www.amazon.com/Nokia-Lumia-Unlocked-Windows-Smartphone/dp/B00I2KY5TM,https://m.media-amazon.com/images/I/51YIDTWEWDL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B00I2KY5TM,13,,JL,5,6/21/2015,TRUE,Five Stars,Delivered as promised.,,26.86,3.14,Female,NO,Sat,Morning,2
B00I2KY6LE,Nokia,Nokia Lumia 928 32GB Unlocked GSM 4G LTE Windows Smartphone - Black,https://www.amazon.com/Nokia-928-Unlocked-Windows-Smartphone/dp/B00I2KY6LE,https://m.media-amazon.com/images/I/8179Lg2qeQL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B00I2KY6LE,29,,Brenda W.,3,9/12/2013,TRUE,IT IS OKAY,"They are showing a cingular phone which is identical to the one that I had ,Instead I got an AT&tT.It is okay but yhe cingular phone has more options.",1,25.28,5,Female,NO,Sat,Morning,2
B00I3OIXJU,Nokia,"Nokia Lumia 521 Pre-paid Phone (T-mobile, Brightspot)",https://www.amazon.com/Nokia-Lumia-Pre-paid-T-mobile-Brightspot/dp/B00I3OIXJU,https://m.media-amazon.com/images/I/61ycuX0uaEL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.8,https://www.amazon.com/product-reviews/B00I3OIXJU,57,$165.59 ,Lynn Gamble,5,7/11/2015,TRUE,it is her third one like it. This one is perfect for her,"My wife loves this phone, it is her third one like it. This one is perfect for her. Thanks.",,14.73,2.2,Female,YES,Sat,Morning,2
B00IDTU8PC,Samsung,Samsung Galaxy S4 M919 16GB Unlocked GSM Cell Phone - White Frost,https://www.amazon.com/Samsung-Galaxy-M919-Unlocked-Phone/dp/B00IDTU8PC,https://m.media-amazon.com/images/I/71Ecd3WIqvL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3,https://www.amazon.com/product-reviews/B00IDTU8PC,18,,Teresa Dickson,5,6/5/2013,TRUE,old fashioned....,"this phone was the one my husband got when we first opened our cell account many years ago. He is not open to change and I wasn't sure i could get this phone again. I am very glad I was able to get it for him, and it is working quite well. Thank you.",2,10.51,1.25,Male,YES,Sat,Morning,2
B00IEMJYL2,Samsung,Samsung Galaxy S4 L720 16GB Sprint CDMA Smartphone - White Frost,https://www.amazon.com/Samsung-Galaxy-L720-Sprint-Smartphone/dp/B00IEMJYL2,https://m.media-amazon.com/images/I/81vLTvMW6DL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.4,https://www.amazon.com/product-reviews/B00IEMJYL2,130,,D. Thoreson,2,5/29/2012,TRUE,Old phone may not work with a new SIM card,"I got this phone because I wanted a phone that would have better reception than my previous phone. However, it never recognized any of the information stored on my SIM card, so it was essentially useless to me.",,17.92,3.08,Male,NO,Sat,Morning,2
B00IZ1XA94,Samsung,"Samsung Galaxy S5, Black 16GB (AT&T)",https://www.amazon.com/Samsung-Galaxy-S5-Black-16GB/dp/B00IZ1XA94,https://m.media-amazon.com/images/I/81RhT3GofXL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.7,https://www.amazon.com/product-reviews/B00IZ1XA94,4,"$142.99,$239.00",Tom Richards,3,2/23/2014,TRUE,Misrepresented condition,"The phone was purchased through an 'Alpha Wireless' supposedly in Texas but shipped from a 'Go Green Wireless' out of Florida. While I understand that several companies may cooperate to fulfill orders it does make it difficult regarding recourse when, in this case, a phone was represented as 'New' and simply was not. The price paid should have more closely reflected the condition. Buyer beware as usual when using Amazon or Ebay.",,27.2,4,Male,YES,Thur,Night,4
B00JEHJMG8,Samsung,Samsung Galaxy S4 16GB SPH-L720 4G LTE Android - Sprint (Blue),https://www.amazon.com/Samsung-Galaxy-SPH-720T-Tri-Band-Sprint/dp/B00JEHJMG8,https://m.media-amazon.com/images/I/61Uy8S7wD9L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.4,https://www.amazon.com/product-reviews/B00JEHJMG8,130,,elephant,1,8/7/2012,TRUE,a bad choice,"It's a nice phone only if it worked properly. I can answer the phone but can't hear the person on the line I have to put the phone on speaker in order to hear, this causes people to hang up because the phone's a piece of junk. this started happen two days after I got the phone.....a bad choice.",1,22.76,3,Male,YES,Thur,Night,2
B00JH2WPO6,Samsung,"Samsung ATIV SE, Silver 16GB (Verizon Wireless)",https://www.amazon.com/Samsung-ATIV-SE-Verizon-Wireless/dp/B00JH2WPO6,https://m.media-amazon.com/images/I/71zMiByWILL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B00JH2WPO6,21,,cassandra smith,5,12/12/2014,TRUE,Five Stars,Very satisfied,,17.29,2.71,Male,YES,Thur,Night,2
B00JS73V2U,Motorola,"Motorola DROID MAXX, Black 16GB (Verizon Wireless)",https://www.amazon.com/Motorola-DROID-MAXX-Verizon-Wireless/dp/B00JS73V2U,https://m.media-amazon.com/images/I/717w0Z516KL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,4,https://www.amazon.com/product-reviews/B00JS73V2U,257,,Rh,4,12/17/2012,TRUE,Great simple phone,If you are looking for regular phone that's fairly durable this is great! Especially if used in heavy case? Yes I would recommend this phone,,19.44,3,Male,NO,Thur,Night,2
B00JYR6GGM,Samsung,"Samsung Gusto 3, Royal Navy Blue (Verizon Wireless Prepaid) - Discontinued by Manufacturer",https://www.amazon.com/Samsung-Gusto-Verizon-Wireless-Prepaid/dp/B00JYR6GGM,https://m.media-amazon.com/images/I/51ZL33qmCpL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.3,https://www.amazon.com/product-reviews/B00JYR6GGM,257,,C. Lee,2,5/10/2011,TRUE,Terrible Phone,The phone itself just has software problems. My signal was not constant. It would fluctuate anywhere and anytime. The screen is nice and the phone is a nice small size. I really like the candy bar phone but it just did not function well. Very frustrating. Bought in 2008.,,16.66,3.4,Male,YES,Thur,Night,2
B00K0NS0P4,Motorola,"Motorola Moto G (1st Generation) Unlocked Cellphone, 8GB, White",https://www.amazon.com/Motorola-Moto-Generation-Unlocked-Cellphone/dp/B00K0NS0P4,https://m.media-amazon.com/images/I/71L5LzVmrcL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,4,https://www.amazon.com/product-reviews/B00K0NS0P4,1,$209.65 ,Nathan Gaida,3,11/18/2008,FALSE,Ok phone to tide me over,"Short: This phone works fine as a basic phone, if that is all you are looking for. Long: My old phone's LCD croaked on me, and I wanted to wait a bit before buying an HTC Dream, so I went with this cheap phone. Complaints: Menu/key response is sometimes slow. No way to get data to phone via USB cable, at least if you live in the US. It seems like a USB cable exists (in Europe, Asia and Australia) but it costs about as much as the phone itself does after exchange rates. If you go to [...], they talk about cable CA-126, which works with the 1680. It has a regular usb connector on one end, and a Nokia microusb & 2.5mm charger plug on the other. The US Nokia manual says the Microusb port is for ""authorized personal only"", which to my mind says that the carriers in the US wanted to force people into getting things onto the phone via some $$$-chargeable method. In any event, I'll be getting a new phone in a few months so I'll live with this phone for now. But the limitations it has makes it so that it is only suitable for those who are not looking for anything other than making/receiving phone calls (like my parents).",2,10.07,1.83,Female,YES,Thur,Night,1
